id_order_detail,order_id,product_id,quantity,name,supplier_id,category_id,unit,price,id,name_category,description,customer_id,employee_id,date,shipper_id,name_order,contact,address,city,postal_code,country,last_name,first_name,birthdate,photo,notes,name_shipper,phone,id_supplier,name_supplier,contact_supplier,address_supplier,city_supplier,postal_code_supplier,country_supplier,phone_supplier
163,10308,70,5,Outback Lager,7,1,24 - 355 ml bottles,15.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",2,7,1996-09-18,3,Ana Trujillo Emparedados y helados,Ana Trujillo,Avda. de la Constitución 2222,México D.F.,05021,Mexico,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",Federal Shipping,(503) 555-9931,7,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
164,10309,4,20,Chef Anton's Cajun Seasoning,2,2,48 - 6 oz jars,22.0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",37,3,1996-09-19,1,Hungry Owl All-Night Grocers,Patricia McKenna,8 Johnstown Road,Cork,,Ireland,Leverling,Janet,1963-08-30,EmpID3.pic,Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.,Speedy Express,(503) 555-9831,2,New Orleans Cajun Delights,Shelley Burke,P.O. Box 78934,New Orleans,70117,USA,(100) 555-4822
165,10309,6,30,Grandma's Boysenberry Spread,3,2,12 - 8 oz jars,25.0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",37,3,1996-09-19,1,Hungry Owl All-Night Grocers,Patricia McKenna,8 Johnstown Road,Cork,,Ireland,Leverling,Janet,1963-08-30,EmpID3.pic,Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.,Speedy Express,(503) 555-9831,3,Grandma Kelly's Homestead,Regina Murphy,707 Oxford Rd.,Ann Arbor,48104,USA,(313) 555-5735
166,10309,42,2,Singaporean Hokkien Fried Mee,20,5,32 - 1 kg pkgs.,14.0,5,Grains/Cereals,"Breads, crackers, pasta, and cereal",37,3,1996-09-19,1,Hungry Owl All-Night Grocers,Patricia McKenna,8 Johnstown Road,Cork,,Ireland,Leverling,Janet,1963-08-30,EmpID3.pic,Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.,Speedy Express,(503) 555-9831,20,Leka Trading,Chandra Leka,"471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787
167,10309,43,20,Ipoh Coffee,20,1,16 - 500 g tins,46.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",37,3,1996-09-19,1,Hungry Owl All-Night Grocers,Patricia McKenna,8 Johnstown Road,Cork,,Ireland,Leverling,Janet,1963-08-30,EmpID3.pic,Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.,Speedy Express,(503) 555-9831,20,Leka Trading,Chandra Leka,"471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787
168,10309,71,3,Fløtemysost,15,4,10 - 500 g pkgs.,21.5,4,Dairy Products,Cheeses,37,3,1996-09-19,1,Hungry Owl All-Night Grocers,Patricia McKenna,8 Johnstown Road,Cork,,Ireland,Leverling,Janet,1963-08-30,EmpID3.pic,Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.,Speedy Express,(503) 555-9831,15,Norske Meierier,Beate Vileid,Hatlevegen 5,Sandvika,1320,Norway,(0)2-953010
169,10310,16,10,Pavlova,7,3,32 - 500 g boxes,17.45,3,Confections,"Desserts, candies, and sweet breads",77,8,1996-09-20,2,The Big Cheese,Liz Nixon,89 Jefferson Way Suite 2,Portland,97201,USA,Callahan,Laura,1958-01-09,EmpID8.pic,Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.,United Package,(503) 555-3199,7,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
170,10310,62,5,Tarte au sucre,29,3,48 pies,49.3,3,Confections,"Desserts, candies, and sweet breads",77,8,1996-09-20,2,The Big Cheese,Liz Nixon,89 Jefferson Way Suite 2,Portland,97201,USA,Callahan,Laura,1958-01-09,EmpID8.pic,Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.,United Package,(503) 555-3199,29,Forêts d'érables,Chantal Goulet,148 rue Chasseur,Ste-Hyacinthe,J2S 7S8,Canada,(514) 555-2955
171,10311,42,6,Singaporean Hokkien Fried Mee,20,5,32 - 1 kg pkgs.,14.0,5,Grains/Cereals,"Breads, crackers, pasta, and cereal",18,1,1996-09-20,3,Du monde entier,Janine Labrune,"67, rue des Cinquante Otages",Nantes,44000,France,Davolio,Nancy,1968-12-08,EmpID1.pic,Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.,Federal Shipping,(503) 555-9931,20,Leka Trading,Chandra Leka,"471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787
172,10311,69,7,Gudbrandsdalsost,15,4,10 kg pkg.,36.0,4,Dairy Products,Cheeses,18,1,1996-09-20,3,Du monde entier,Janine Labrune,"67, rue des Cinquante Otages",Nantes,44000,France,Davolio,Nancy,1968-12-08,EmpID1.pic,Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.,Federal Shipping,(503) 555-9931,15,Norske Meierier,Beate Vileid,Hatlevegen 5,Sandvika,1320,Norway,(0)2-953010
173,10312,28,4,Rössle Sauerkraut,12,7,25 - 825 g cans,45.6,7,Produce,Dried fruit and bean curd,86,2,1996-09-23,2,Die Wandernde Kuh,Rita Müller,Adenauerallee 900,Stuttgart,70563,Germany,Fuller,Andrew,1952-02-19,EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",United Package,(503) 555-3199,12,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,Bogenallee 51,Frankfurt,60439,Germany,(069) 992755
174,10312,43,24,Ipoh Coffee,20,1,16 - 500 g tins,46.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",86,2,1996-09-23,2,Die Wandernde Kuh,Rita Müller,Adenauerallee 900,Stuttgart,70563,Germany,Fuller,Andrew,1952-02-19,EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",United Package,(503) 555-3199,20,Leka Trading,Chandra Leka,"471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787
175,10312,53,20,Perth Pasties,24,6,48 pieces,32.8,6,Meat/Poultry,Prepared meats,86,2,1996-09-23,2,Die Wandernde Kuh,Rita Müller,Adenauerallee 900,Stuttgart,70563,Germany,Fuller,Andrew,1952-02-19,EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",United Package,(503) 555-3199,24,"G'day, Mate",Wendy Mackenzie,170 Prince Edward Parade Hunter's Hill,Sydney,2042,Australia,(02) 555-5914
176,10312,75,10,Rhönbräu Klosterbier,12,1,24 - 0.5 l bottles,7.75,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",86,2,1996-09-23,2,Die Wandernde Kuh,Rita Müller,Adenauerallee 900,Stuttgart,70563,Germany,Fuller,Andrew,1952-02-19,EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",United Package,(503) 555-3199,12,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,Bogenallee 51,Frankfurt,60439,Germany,(069) 992755
177,10313,36,12,Inlagd Sill,17,8,24 - 250 g jars,19.0,8,Seafood,Seaweed and fish,63,2,1996-09-24,2,QUICK-Stop,Horst Kloss,Taucherstraße 10,Cunewalde,01307,Germany,Fuller,Andrew,1952-02-19,EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",United Package,(503) 555-3199,17,Svensk Sjöföda AB,Michael Björn,Brovallavägen 231,Stockholm,S-123 45,Sweden,08-123 45 67
178,10314,32,40,Mascarpone Fabioli,14,4,24 - 200 g pkgs.,32.0,4,Dairy Products,Cheeses,65,1,1996-09-25,2,Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,Davolio,Nancy,1968-12-08,EmpID1.pic,Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.,United Package,(503) 555-3199,14,Formaggi Fortini s.r.l.,Elio Rossi,"Viale Dante, 75",Ravenna,48100,Italy,(0544) 60323
179,10314,58,30,Escargots de Bourgogne,27,8,24 pieces,13.25,8,Seafood,Seaweed and fish,65,1,1996-09-25,2,Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,Davolio,Nancy,1968-12-08,EmpID1.pic,Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.,United Package,(503) 555-3199,27,Escargots Nouveaux,Marie Delamare,"22, rue H. Voiron",Montceau,71300,France,85.57.00.07
180,10314,62,25,Tarte au sucre,29,3,48 pies,49.3,3,Confections,"Desserts, candies, and sweet breads",65,1,1996-09-25,2,Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,Davolio,Nancy,1968-12-08,EmpID1.pic,Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.,United Package,(503) 555-3199,29,Forêts d'érables,Chantal Goulet,148 rue Chasseur,Ste-Hyacinthe,J2S 7S8,Canada,(514) 555-2955
181,10315,34,14,Sasquatch Ale,16,1,24 - 12 oz bottles,14.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",38,4,1996-09-26,2,Island Trading,Helen Bennett,Garden House Crowther Way,Cowes,PO31 7PJ,UK,Peacock,Margaret,1958-09-19,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,United Package,(503) 555-3199,16,Bigfoot Breweries,Cheryl Saylor,3400 - 8th Avenue Suite 210,Bend,97101,USA,(503) 555-9931
182,10315,70,30,Outback Lager,7,1,24 - 355 ml bottles,15.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",38,4,1996-09-26,2,Island Trading,Helen Bennett,Garden House Crowther Way,Cowes,PO31 7PJ,UK,Peacock,Margaret,1958-09-19,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,United Package,(503) 555-3199,7,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
183,10316,41,10,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,9.65,8,Seafood,Seaweed and fish,65,1,1996-09-27,3,Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,Davolio,Nancy,1968-12-08,EmpID1.pic,Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.,Federal Shipping,(503) 555-9931,19,New England Seafood Cannery,Robb Merchant,Order Processing Dept. 2100 Paul Revere Blvd.,Boston,02134,USA,(617) 555-3267
184,10316,62,70,Tarte au sucre,29,3,48 pies,49.3,3,Confections,"Desserts, candies, and sweet breads",65,1,1996-09-27,3,Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,Davolio,Nancy,1968-12-08,EmpID1.pic,Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.,Federal Shipping,(503) 555-9931,29,Forêts d'érables,Chantal Goulet,148 rue Chasseur,Ste-Hyacinthe,J2S 7S8,Canada,(514) 555-2955
185,10317,1,20,Chais,1,1,10 boxes x 20 bags,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",48,6,1996-09-30,1,Lonesome Pine Restaurant,Fran Wilson,89 Chiaroscuro Rd.,Portland,97219,USA,Suyama,Michael,1963-07-02,EmpID6.pic,"Michael is a graduate of Sussex University (MA, economics) and the University of California at Los Angeles (MBA, marketing). He has also taken the courses 'Multi-Cultural Selling' and 'Time Management for the Sales Professional'. He is fluent in Japanese and can read and write French, Portuguese, and Spanish.",Speedy Express,(503) 555-9831,1,Exotic Liquid,Charlotte Cooper,49 Gilbert St.,Londona,EC1 4SD,UK,(171) 555-2222
186,10318,41,20,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,9.65,8,Seafood,Seaweed and fish,38,8,1996-10-01,2,Island Trading,Helen Bennett,Garden House Crowther Way,Cowes,PO31 7PJ,UK,Callahan,Laura,1958-01-09,EmpID8.pic,Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.,United Package,(503) 555-3199,19,New England Seafood Cannery,Robb Merchant,Order Processing Dept. 2100 Paul Revere Blvd.,Boston,02134,USA,(617) 555-3267
187,10318,76,6,Lakkalikööri,23,1,500 ml,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",38,8,1996-10-01,2,Island Trading,Helen Bennett,Garden House Crowther Way,Cowes,PO31 7PJ,UK,Callahan,Laura,1958-01-09,EmpID8.pic,Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.,United Package,(503) 555-3199,23,Karkki Oy,Anne Heikkonen,Valtakatu 12,Lappeenranta,53120,Finland,(953) 10956
188,10319,17,8,Alice Mutton,7,6,20 - 1 kg tins,39.0,6,Meat/Poultry,Prepared meats,80,7,1996-10-02,3,Tortuga Restaurante,Miguel Angel Paolino,Avda. Azteca 123,México D.F.,05033,Mexico,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",Federal Shipping,(503) 555-9931,7,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
189,10319,28,14,Rössle Sauerkraut,12,7,25 - 825 g cans,45.6,7,Produce,Dried fruit and bean curd,80,7,1996-10-02,3,Tortuga Restaurante,Miguel Angel Paolino,Avda. Azteca 123,México D.F.,05033,Mexico,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",Federal Shipping,(503) 555-9931,12,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,Bogenallee 51,Frankfurt,60439,Germany,(069) 992755
190,10319,76,30,Lakkalikööri,23,1,500 ml,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",80,7,1996-10-02,3,Tortuga Restaurante,Miguel Angel Paolino,Avda. Azteca 123,México D.F.,05033,Mexico,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",Federal Shipping,(503) 555-9931,23,Karkki Oy,Anne Heikkonen,Valtakatu 12,Lappeenranta,53120,Finland,(953) 10956
